Exposure	Outcome	ivw_Estimate	ivw_Pvalue	ivw_CILower	Pearson_E	Pearson_P
ATF7IPpS559	DXO	-2.324219435	1.44E-10	-3.034704038	-0.904244679	0.002040355
ATF7IPpS559	CIBAR1	-3.049000817	9.39E-07	-4.267572458	-0.403574341	0.321447274
ATF7IPpS559	IGLL1	-2.52285213	3.81E-05	-3.723382105	-0.235941851	0.484894482
ATF7IPpS559	KLHL26	-2.640906016	1.10E-05	-3.818413891	-0.541096906	0.056187213
ATF7IPpS559	POM121	2.718106247	5.55E-06	1.545445555	0.756349835	0.004416518
ATF7IPpS559	SIRT7	-3.029579886	1.05E-17	-3.722568418	-0.839533633	0.00464097
ATF7IPpS559	ZNF276	-4.402959726	6.22E-11	-5.722807106	-0.842885632	0.008589269
ATF7IPpS559	POLR1H	1.568049125	5.04E-05	0.809891319	0.461742456	0.21085485
MPRIPpS269	RNASE6	0.253845684	2.40E-05	0.136064876	0.446112094	0.146040654
QSOX2pS578	RABL2B	1.132291881	3.74E-05	0.594022289	0.606195567	0.083546925
FAM83HpS870	ADAP1	-1.062754041	2.47E-06	-1.504942848	-0.555917444	0.060543338
FAM83HpS870	BCKDHB	-0.710891665	7.83E-06	-1.02261454	-0.284097999	0.068246378
FAM83HpS870	CERCAM	-1.331265239	5.41E-09	-1.778501174	-0.617079546	0.001709221
FAM83HpS870	DTNA	-0.88735109	4.93E-05	-1.315841414	-0.460291526	0.002460685
FAM83HpS870	FBXL4	0.800349855	1.17E-06	0.477630754	0.773477821	0.005227314
FAM83HpS870	GMEB2	1.14223157	5.18E-05	0.589091687	0.217882094	0.247418645
FAM83HpS870	IFT57	1.853657572	1.61E-05	1.01118796	-0.005725322	0.976045866
FAM83HpS870	MAP3K11	2.665405956	4.60E-07	1.629310604	-0.109962527	0.795476283
FAM83HpS870	PHF23	0.592326052	5.39E-05	0.304818789	0.816589102	0.001190658
FAM83HpS870	PKNOX1	0.482537685	4.74E-06	0.275867212	0.783877175	0.000196341
FAM83HpS870	SLC20A2	2.179543337	9.11E-06	1.21680962	0.742419004	0.000116216
FAM83HpS870	ST8SIA4	1.244647529	2.22E-06	0.729124095	0.832184964	0.000785065
FAM83HpS870	TMEM126B	2.721484287	3.39E-08	1.755212406	0.075249934	0.709120406
FAM83HpS870	ZMYM1	2.715916939	4.72E-06	1.552879165	-0.15501399	0.69046347
FAM83HpS523	ADAP1	-1.301732397	1.91E-05	-1.898583007	-0.436986149	0.054032946
FAM83HpS523	ANKRD36	-0.562985106	4.06E-05	-0.831845093	-0.53940896	0.086807995
FAM83HpS523	C1orf53	1.565099042	7.24E-06	0.881393584	0.523764295	0.14782077
FAM83HpS523	CERCAM	-1.630622914	2.25E-07	-2.247902102	-0.510407815	0.000651
FAM83HpS523	CSNK1E	0.867757673	1.03E-07	0.548101516	0.824690579	0.011760713
FAM83HpS523	EAPP	1.091329294	2.39E-05	0.585112316	0.212997957	0.582155984
FAM83HpS523	FBXL4	0.980322158	6.34E-07	0.594542484	0.73335251	0.001863493
FAM83HpS523	MAP3K11	3.264767907	1.06E-05	1.81210297	-0.13205068	0.601447622
FAM83HpS523	TMEM126B	3.333456405	6.80E-07	2.01807673	0.110904776	0.463094925
FAM83HpS523	ZMYM1	3.326637145	2.91E-05	1.766810091	-0.108817226	0.688305504
FAM83HpS523	ZNRF1	0.992036386	2.37E-08	0.643758812	0.646693517	0.083103377
FAM83HpS925	ADAP1	-0.833692159	1.09E-05	-1.205114212	-0.457464551	0.086428323
FAM83HpS925	AIG1	-0.99619819	1.35E-07	-1.366572218	-0.326441518	0.045470895
FAM83HpS925	ANKRD36	-0.360562792	2.96E-05	-0.529752896	-0.64391099	0.084880221
FAM83HpS925	BCKDHB	-0.557668834	4.11E-06	-0.794994195	-0.291012488	0.03276903
FAM83HpS925	C1orf53	1.00236485	3.03E-05	0.531344846	0.389571295	0.340093466
FAM83HpS925	CERCAM	-1.044329495	2.90E-09	-1.389084528	-0.675722029	3.03E-05
FAM83HpS925	FBXL4	0.627845553	9.82E-07	0.376464432	0.902022628	2.49E-05
FAM83HpS925	IFT57	1.454127412	3.90E-06	0.836768618	0.008095633	0.962071412
FAM83HpS925	MAP3K11	2.0909147	8.72E-10	1.422504896	0.096136004	0.733237281
FAM83HpS925	MTCL1	0.023111176	7.46E-08	0.014691344	0.365562031	0.373188176
FAM83HpS925	RHOB	-0.641351187	2.31E-05	-0.938341113	-0.286985507	0.039132817
FAM83HpS925	TMEM126B	2.134906124	1.23E-09	1.446223967	0.077761294	0.667099055
FAM83HpS925	ZMYM1	2.130538741	8.36E-07	1.282972494	-0.193002716	0.569638978
CRACDpS975	ADARB1	-1.414056443	4.56E-08	-1.920942372	-0.678720527	0.007611591
CRACDpS975	APOL3	-1.515123221	3.11E-06	-2.151894257	-0.511918346	0.073714721
FGD6pS721	EPS8	1.385284338	1.94E-05	0.749744818	0.466599902	0.002405711
FGD6pS721	FBRS	-2.526363048	7.78E-07	-3.528556296	-0.401018654	0.324813629
FGD6pS721	IAH1	1.038691082	2.71E-06	0.604760786	0.584817918	7.40E-05
FGD6pS721	IGSF10	2.933924253	1.06E-06	1.755507594	0.54800469	0.101009969
FGD6pS721	TENT2	-1.911515922	6.15E-14	-2.410724715	-0.816077664	6.47E-05
RSRC2pS30	CAPN13	-5.709402137	2.93E-05	-8.387303054	-0.463246833	0.209175739
RSRC2pS30	KCNK1	-3.316506602	2.52E-13	-4.204770391	-0.721113819	0.028347653
RSRC2pS30	LSM14B	-2.404685693	2.58E-05	-3.524846129	-0.386459304	0.192100677
RSRC2pS30	TRIM27	-3.697396932	1.62E-05	-5.378294252	-0.582783585	0.011142554
DENND4ApS1589	C1orf50	0.617001347	4.88E-05	0.319240127	0.337811377	0.047176083
DENND4ApS1589	CDC27	0.645712646	1.91E-05	0.349655052	0.424612011	0.012314712
DENND4ApS1589	CHUK	0.744608585	5.40E-05	0.383166736	0.438680049	0.007442567
DENND4ApS1589	COMMD4	0.49475243	3.47E-05	0.260544968	0.530596971	0.000871662
DENND4ApS1589	DENND10	0.667080201	5.38E-15	0.499837582	0.675752997	6.11E-06
DENND4ApS1589	MTCL1	-0.035615457	1.75E-05	-0.051868702	0.214778751	0.57892897
DENND4ApS1589	NAE1	0.522527364	5.37E-05	0.268969056	0.485105626	0.002711195
DENND4ApS1589	NCDN	0.716784268	1.78E-05	0.389329398	0.459375843	0.005502331
DENND4ApS1589	NHLRC2	0.513614663	3.64E-05	0.269808932	0.465376461	0.004235293
DENND4ApS1589	TENT2	-0.95046091	6.95E-08	-1.295925618	-0.574461316	0.040033058
DENND4ApS1589	TBCD	0.476777951	2.34E-05	0.255865414	0.502366013	0.001795127
DENND4ApS1589	WDR61	0.24346481	2.29E-05	0.130775445	0.724190112	5.96E-07
RAI1pS805	RNASE6	0.326667527	4.14E-05	0.170484043	0.505035008	0.113074119
RAB44pS115	ENSG00000270495	1.711037163	1.32E-07	1.075491491	0.733342769	0.015798558
RAB44pS115	PRKCSH	-0.634168084	3.01E-06	-0.900306366	-0.476394073	0.010382539
TRPT1pS240	ARIH2	3.630564903	5.18E-06	2.069202749	0.554842741	0.025695721
TRPT1pS240	ATP6V0D2	-3.188274006	2.16E-05	-4.659565026	-0.498836386	0.049190461
TRPT1pS240	CASP4	3.808957048	1.23E-05	2.101492177	0.707287158	0.001027605
TRPT1pS240	ENOPH1	2.527302054	4.13E-05	1.319218313	0.473315744	0.047259931
TRPT1pS240	GNPNAT1	2.817043202	1.13E-05	1.559292677	0.795362847	0.000230064
TRPT1pS240	KCMF1	4.134949845	7.32E-10	2.819115242	0.706728578	0.004713684
TRPT1pS240	MREG	-3.155420237	3.54E-05	-4.650851853	-0.500740737	0.097278974
TRPT1pS240	NRDC	2.87772272	6.89E-07	1.741581553	0.678798565	0.002734882
TRPT1pS240	NT5DC2	4.063908162	5.60E-06	2.309896048	0.364465609	0.137016731
TRPT1pS240	NTMT1	2.535632262	1.67E-06	1.498046524	0.598771132	0.008650692
TRPT1pS240	PPM1G	2.801951444	8.70E-06	1.567052526	0.502100198	0.033727412
TRPT1pS240	PRKAR2A	-1.424886872	2.17E-05	-2.082446541	-0.767032129	0.000203698
TRPT1pS240	RFFL	-3.336552198	5.88E-06	-4.779962486	-0.321984558	0.436707964
TRPT1pS240	SLC25A17	-4.291667103	5.51E-06	-6.142657161	-0.633655565	0.049170697
PHLDB1pS563	AKT3	1.845956096	3.52E-05	0.971446281	0.535444913	0.022019961
PHLDB1pS563	FBXL4	-1.962384432	3.88E-05	-2.897116553	-0.724838726	0.017710865
SEC16ApS1939	PEX16	1.473368998	5.22E-05	0.759587144	0.792079321	0.003659294
ZC3H18pS83	ACVRL1	8.127953568	4.74E-06	4.646650221	0.61722597	0.057282651
ZC3H18pS83	ARHGAP24	6.096588987	5.09E-05	3.14730066	0.493715587	0.061428295
ZC3H18pS83	ENTPD6	5.26613388	6.36E-06	2.97958572	0.569315516	0.109595108
ZC3H18pS83	NFX1	-3.785259133	4.83E-05	-5.610968901	-0.467746807	0.006944167
ZC3H18pS83	NUDT6	-9.414033952	4.05E-05	-13.90954196	-0.232062169	0.580252567
ZC3H18pS83	SDCCAG8	-5.590899861	1.16E-05	-8.089533441	-0.687679918	0.000405142
ZC3H18pS842	BCL9L	-1.707194832	4.14E-05	-2.523344262	-0.392438323	0.207015668
ZC3H18pS842	SCAF1	-1.537981941	3.22E-05	-2.263029612	-0.443672061	0.148525779
ZC3HC1pS407	RBFOX2	-0.742922688	1.61E-05	-1.080488803	-0.629582946	0.008963779
ZC3HC1pS407	TRMT112	-0.641086583	4.69E-06	-0.915536811	-0.171806948	0.481865874
SRRM1pS551	MAP2K6	-4.10380857	4.40E-06	-5.855535699	-0.583786363	0.017585187
SRRM1pS551	NPR2	-7.415449695	7.08E-06	-10.65159979	-0.709812544	0.032180381
SRRM1pS551	SH2D3A	-9.467707285	1.38E-11	-12.21271188	-0.78623672	0.020672004
INTS1pS307	CADM4	-2.832082361	4.57E-06	-4.043123454	-0.679459525	0.063810775
INTS1pS307	KCTD15	2.558408801	2.96E-35	2.153692571	0.958226656	0.000176576
INTS1pS307	SLC2A13	1.216506639	7.63E-06	0.68373365	0.598501402	0.002552884
INTS1pS307	ST8SIA4	-2.408565693	4.92E-06	-3.441983428	-0.839070438	0.001241891
CLASRPpS294	GPR108	1.955923284	8.95E-06	1.092711575	0.51904965	0.006585926
CLASRPpS294	HSD17B12	1.05741289	6.76E-06	0.59696625	0.23049277	0.237993151
CLASRPpS294	PKP1	-6.077262607	6.56E-16	-7.551692377	-0.778217693	0.022937076
CLASRPpS294	TSEN15	-2.571876579	7.86E-07	-3.592504144	-0.576802242	0.049599104
CLASRPpS294	WDR17	-5.442417583	2.61E-05	-7.978970419	-0.779342318	0.022610562
MINK1pS763	CDC45	6.564223492	3.08E-08	4.240609035	0.852228363	0.007199388
MINK1pS763	LRRC42	-7.334209267	8.99E-07	-10.26032156	-0.783253007	0.001540574
MINK1pS763	MSANTD2	-4.954873171	2.35E-05	-7.251193249	-0.177783449	0.600988253
MINK1pS763	SHISA2	6.512660183	1.26E-07	4.097004208	0.646569154	0.059861573
MINK1pS763	TMEM154	-5.70080633	2.01E-10	-7.457414179	-0.657363596	0.076491906
USHBP1pS83	GXYLT2	0.738519186	8.27E-06	0.413841937	0.408285286	0.212534393
USHBP1pS83	IGKV3D-20	-0.67699874	1.36E-06	-0.951689194	-0.677894806	0.031221803
PLEKHO2pS390	ACAP3	-3.555273917	4.13E-05	-5.25472168	-0.204981154	0.545429064
PLEKHO2pS390	BLNK	-0.07934357	2.00E-05	-0.115803349	-0.348244686	0.267296696
PLEKHO2pS390	CLUAP1	-2.280296355	1.33E-05	-3.3063891	-0.712768754	0.013823511
PLEKHO2pS390	DCAF12	0.134784018	8.38E-07	0.081159689	0.380238565	0.352791297
PLEKHO2pS390	DENND10	1.662849615	1.99E-10	1.150597347	0.515403461	1.54E-05
PLEKHO2pS390	CIBAR1	-2.239941962	8.10E-06	-3.223725181	-0.451774222	0.222168362
PLEKHO2pS390	GAB2	-1.841115996	6.44E-09	-2.462735004	-0.388626064	0.267057803
PLEKHO2pS390	JMY	-2.38561629	1.42E-05	-3.462647672	-0.295045191	0.3277618
PLEKHO2pS390	TENT2	-2.369240693	7.40E-08	-3.23218595	-0.553872562	0.001825796
PLEKHO2pS390	PCDHB16	-2.795465594	2.23E-05	-4.08737639	-0.512131684	0.158674672
PLEKHO2pS390	PPM1M	-2.072133713	4.45E-08	-2.814306779	-0.486106811	0.221954786
PLEKHO2pS390	RTP4	1.332008532	2.61E-06	0.776459475	0.543654412	0.054807636
PLEKHO2pS390	SLC6A9	1.491911101	2.24E-05	0.802229802	0.543066222	0.130794651
ASAP3pS286	PON3	2.839520829	1.39E-05	1.55864366	0.401106758	0.057840715
AFAP1L1pS329	FYCO1	1.310893076	2.61E-05	0.699878762	0.482607246	0.004448289
AFAP1L1pS329	HTT	1.178380311	2.33E-05	0.632472334	0.519438518	0.001949585
AFAP1L1pS329	FAM234B	-2.277788623	6.14E-12	-2.927016578	-0.661667774	0.052245218
AFAP1L1pS329	KLHL26	-2.701893406	5.23E-08	-3.674769728	-0.881521533	0.001675558
AFAP1L1pS329	NSA2	2.408373008	3.94E-07	1.477715641	0.711307579	0.00433665
AFAP1L1pS329	OCLN	2.302580556	2.55E-05	1.230589368	0.561193765	0.001539055
AFAP1L1pS329	STK17A	-2.393632215	1.56E-10	-3.126775506	-0.752755484	0.019239811
AFAP1L1pS329	WDR59	2.648886658	1.10E-05	1.468189549	0.312217372	0.076907952
PARD3BpS141	SENP8	0.710222996	1.38E-05	0.389995814	0.49440382	0.122129346
PARD3BpS141	TSC22D2	0.550725463	3.03E-05	0.291949998	0.668073139	0.034740323
SYNE2pS4110	GPC1	1.579197166	2.52E-05	0.844540028	0.736020617	0.02376741
SYNE2pS4110	MON1B	1.043732472	3.64E-06	0.601999361	0.638247174	0.034579287
SYNE2pS4110	NADSYN1	0.944179661	4.23E-05	0.492217569	0.859727995	0.006194513
SYNE2pS4110	NDC1	-0.846179798	6.34E-06	-1.213538022	-0.425958526	0.191458397
SYNE2pS4110	TUBGCP4	1.299668276	9.89E-07	0.779147501	0.902280868	0.000871901
GATAD2BpS129	PIGQ	3.319205348	4.48E-05	1.725145836	-0.037935358	0.911826668
GATAD2BpS129	SLC12A6	3.147078374	4.56E-05	1.634140076	0.541523348	0.165681274
GATAD2BpS129	UBTD1	3.056872845	4.09E-05	1.596333723	0.146572627	0.729087078
ING5pS118	DNAJA4	-1.141736428	1.41E-05	-1.657008209	-0.244543611	0.559432892
ING5pS118	SLC4A1AP	-1.085386927	5.05E-05	-1.610220908	0.342361606	0.332864414
TGOLN2pS298	CERCAM	2.424361438	5.79E-07	1.473657909	0.525213706	0.000596769
TGOLN2pS298	CSNK1E	-1.4244715	2.54E-08	-1.925646344	-0.808086279	0.015225039
TGOLN2pS298	DCAF12	0.179865674	6.13E-06	0.101901991	0.401710807	0.323900294
TGOLN2pS298	DGKH	-1.776840654	8.41E-06	-2.558659864	-0.832703985	0.010286091
TGOLN2pS298	FBXL4	-1.609252236	5.52E-08	-2.189719915	-0.769247392	0.000306437
TGOLN2pS298	TMEM205	2.166530673	3.84E-05	1.135033016	0.223407964	0.061095827
TGOLN2pS298	ZNF512	3.22382014	1.18E-05	1.781779878	0.413140431	0.000418522
TGOLN2pS298	ZNRF1	-1.628481779	4.61E-06	-2.325111764	-0.501277792	0.205685875
ATG2BpS497	BLOC1S1	0.635081189	2.43E-05	0.340190775	0.812383863	0.004293168
ATG2BpS497	CRYM	1.769999046	4.64E-05	0.918309748	0.75754094	0.011149339
ATG2BpS497	EXOC3	0.382492066	5.17E-05	0.197281034	0.344046945	0.300193826
ATG2BpS497	FHIP1B	-1.221075035	1.12E-05	-1.765839034	-0.910787604	0.001658421
ATG2BpS497	DENND10	0.601390378	2.86E-07	0.37173639	0.959647383	2.94E-06
ATG2BpS497	HSD17B6	2.469570079	3.07E-06	1.432193135	0.576153136	0.134974276
ATG2BpS497	HSPA1B	0.333932269	1.80E-05	0.181331834	0.771758365	0.005393739
ATG2BpS497	NCDN	0.921731553	2.99E-07	0.569156694	0.864805924	0.001237523
ATG2BpS497	PDCL	0.618692365	1.34E-05	0.340107973	0.85984691	0.001420406
ATG2BpS497	WDR61	0.311378594	6.15E-06	0.176391494	0.931538083	3.05E-05
RBM17pS155	ARHGAP6	3.83590792	4.43E-56	3.359398875	0.954277067	6.43E-05
RBM17pS155	CCDC8	-6.385471975	2.79E-07	-8.821797138	-0.82789369	0.000138518
RBM17pS155	CDC45	4.876768513	1.96E-05	2.63821155	0.593103625	0.092301067
RBM17pS155	LRRC42	-8.742817188	5.41E-09	-11.68002783	-0.550737863	0.079128154
RBM17pS155	NDST1	-8.731301236	2.27E-05	-12.77096402	-0.25562422	0.180769713
RBM17pS155	RABIF	3.274677529	4.36E-05	1.704568832	0.493947527	0.000359826
RBM17pS155	WDR17	-7.50585035	1.86E-07	-10.32783979	-0.699920776	0.016488459
CLMNpS907	BBS1	-1.261082171	3.27E-05	-1.856124065	-0.603154626	0.049478873
CLMNpS907	KRT17	-0.993749644	9.07E-07	-1.390375137	-0.643234119	0.013076949
CLMNpS907	SLC20A2	-3.110057915	1.11E-10	-4.054894544	-0.802533485	0.002948535
CLMNpS907	TRAPPC9	0.971688134	1.39E-06	0.577080276	0.76110071	0.00156831
ACTN4pS159	BCKDHB	1.886981385	1.64E-05	1.028600963	0.290210998	0.035031908
ACTN4pS159	CCDC9B	-3.281170038	4.51E-05	-4.85750188	-0.747020715	9.99E-05
ACTN4pS159	ORAI1	2.123668358	1.70E-06	1.254035716	0.629567973	0.000746115
ACTN4pS159	PCDHB16	-5.037541405	5.15E-05	-7.476083023	-0.453617383	0.258940307
ACTN4pS159	PKNOX1	-1.300274198	2.01E-07	-1.790557675	-0.73959172	0.000193932
ACTN4pS159	RNF130	2.348772887	7.06E-07	1.420575546	0.538610665	0.108205082
ACTN4pS159	SUSD2	3.099110986	2.21E-05	1.667413415	0.475810011	0.000363754
ACTN4pS159	ZMYM1	-5.988440163	3.04E-06	-8.502706454	-0.33876176	0.372517228
ZNF830pS351	POM121	2.310240723	1.41E-10	1.60442649	0.671324265	0.068322372
ZNF830pS351	PPP2R3A	-1.133380437	8.76E-06	-1.633055778	-0.788195315	0.002323453
ZNF830pS351	RERE	-0.59545172	4.54E-05	-0.881616205	-0.808546663	0.004632348
RBM14pS280	DCHS1	-2.620315178	2.02E-05	-3.824976084	-0.62765286	0.028885925
RBM14pS280	DRAM2	1.341675349	2.12E-05	0.723192618	0.58152571	0.037100176
RBM14pS280	LRRC42	-2.679834835	2.91E-09	-3.564582015	-0.817272329	0.00388728
RBM14pS280	PDE3B	-2.307463071	2.58E-07	-3.185368168	-0.724111432	0.017881518
RBM14pS280	TTC12	-2.081514307	2.83E-05	-3.055868358	-0.738754203	0.009403142
ERBINpS852	ADO	-1.605070473	4.57E-05	-2.376720668	-0.53505149	0.004031812
ERBINpS852	CFHR3	-4.255839795	2.46E-06	-6.026140644	-0.643139626	0.032787503
ERBINpS852	ECT2	3.387473716	2.28E-10	2.340452318	0.587467792	0.096235495
ERBINpS852	METTL9	1.50969788	7.18E-06	0.850420744	0.511472784	0.021163173
ERBINpS852	NEDD9	1.570160731	1.54E-05	0.858318765	0.864732886	0.000282945
ERBINpS852	PDE4D	-3.630769986	1.51E-06	-5.110353282	-0.445239833	0.268943441
ERBINpS852	PDLIM2	1.982178116	1.20E-05	1.094721097	0.313665906	0.104074657
ERBINpS852	RPS19BP1	-4.830226017	2.09E-10	-6.320035107	-0.580194047	0.131616454
ERBINpS852	SHISA2	3.300744091	3.03E-07	2.037590539	0.773863742	0.024228699
ERBINpS852	SLC27A3	2.184638425	3.55E-05	1.149120731	0.420155748	0.026009828
ERBINpS852	STK19	-2.052181962	3.21E-05	-3.019480169	-0.732221863	0.001258782
WRNIP1pS77	DUS1L	3.668859328	8.56E-06	2.053181848	0.35007403	0.355710799
WRNIP1pS77	MRPS17	-2.621735122	5.06E-05	-3.889644225	-0.169379317	0.515759263
IWS1pS287	CYP24A1	5.240639935	2.62E-05	2.797550533	0.43783161	0.238536828
IWS1pS287	TMEM154	-3.230171657	2.58E-10	-4.231607196	-0.681471755	0.062722914
IWS1pS289	TMEM154	-3.71685018	1.37E-06	-5.225436072	-0.402141228	0.323332939
SPENpS1380	ERG	1.031225113	7.18E-06	0.580908513	0.758585402	0.029113451
SPENpS1380	RAF1	1.195822723	2.21E-05	0.643416699	0.336984237	0.219359785
NAP1L4pS5	C1orf112	-1.077407913	2.74E-09	-1.4325288	-0.722366304	0.042978791
NAP1L4pS5	C5orf24	1.534506946	3.81E-06	0.883725189	0.811343727	0.007941864
NAP1L4pS5	MYH14	1.221802174	2.09E-05	0.658988655	0.345242782	0.084097604
NAP1L4pS5	NDUFV3	1.145805276	2.31E-06	0.670475467	0.532168629	0.041146927
NAP1L4pS5	RIPK1	-0.930235367	2.30E-05	-1.36085035	-0.568354778	0.002451675
TRIM56pS475	ADSS2	1.500398612	9.19E-06	0.837401599	0.263118908	0.052273784
TRIM56pS475	COPS8	0.817543794	5.18E-05	0.421636702	0.460361075	0.000405447
TRIM56pS475	ESD	1.03528153	2.65E-05	0.552378366	0.342307836	0.01052439
TRIM56pS475	FAM169A	-5.431023818	1.06E-05	-7.847530497	-0.119431662	0.606103471
TRIM56pS475	DENND10	1.222377906	5.77E-07	0.743104204	0.530060016	3.15E-05
TRIM56pS475	FTO	1.588640356	3.73E-07	0.975995578	0.500518154	0.000116075
TRIM56pS475	HSD11B1	-1.876006878	9.32E-06	-2.705549261	-0.45210257	0.002648942
TRIM56pS475	IAH1	1.308834226	5.10E-05	0.675576655	0.380882702	0.004120081
TRIM56pS475	KLHL26	-5.210310228	2.19E-07	-7.180845249	-0.442636329	0.065842517
TRIM56pS475	MPI	1.518034163	2.25E-06	0.888977987	0.442504168	0.000806868
TRIM56pS475	MSMO1	1.80223779	2.96E-06	1.046428525	0.479399723	0.000427613
TRIM56pS475	NAE1	1.26688939	3.94E-05	0.662850988	0.420649621	0.00138508
TRIM56pS475	PPM1A	1.334882908	2.66E-05	0.712049755	0.226615085	0.096163792
TRIM56pS475	PPP2R5A	1.471531544	1.33E-05	0.809212953	0.51066446	6.79E-05
TRIM56pS475	PPP5C	1.105393494	9.79E-06	0.615432232	0.356447385	0.007559702
TRIM56pS475	SLC6A9	1.991622938	2.48E-06	1.162788982	0.658188274	0.075994217
TRIM56pS475	UBXN2A	-4.564388729	4.39E-05	-6.75394274	0.395291974	0.292342312
TRIM56pS475	VPS36	1.416352709	2.55E-05	0.757030692	0.46876735	0.000306529
SSBP3pS347	FHIP1B	-0.859564253	5.40E-05	-1.276827995	-0.627444342	0.016303122
SSBP3pS347	MSMO1	0.638649689	2.43E-05	0.342106446	0.704184126	0.000254327
SLC12A9pS5	ACY1	0.518763772	3.35E-05	0.273665672	0.561534976	0.015309539
SLC12A9pS5	ADSS2	0.497809875	2.36E-11	0.351789729	0.6771623	0.00202163
SLC12A9pS5	ATXN10	0.405830845	4.42E-05	0.211093758	0.660138403	0.002868847
SLC12A9pS5	BPNT1	0.365289006	1.53E-05	0.199732598	0.613417621	0.006781702
SLC12A9pS5	C9orf64	0.599215764	2.62E-06	0.349251094	0.374163122	0.126099402
SLC12A9pS5	CCDC92	-1.131266995	1.79E-07	-1.555998412	-0.912217206	0.000605077
SLC12A9pS5	CCNT2	0.531655536	3.89E-05	0.278364511	0.405649365	0.169063554
SLC12A9pS5	COPG2	0.364723998	2.56E-05	0.194889009	0.509320341	0.030857419
SLC12A9pS5	COPS8	0.271248834	6.29E-06	0.153536121	0.61096392	0.007069638
SLC12A9pS5	EPM2AIP1	0.511921649	1.11E-05	0.283588751	0.632069211	0.004888963
SLC12A9pS5	ESD	0.343490967	7.48E-07	0.207439992	0.522250611	0.026193529
SLC12A9pS5	F13B	-0.723370971	1.34E-05	-1.049054103	-0.479106879	0.229677796
SLC12A9pS5	FAH	0.551576022	9.45E-07	0.331071459	0.731600245	0.000559237
SLC12A9pS5	FHIP1B	-0.653045019	7.55E-06	-0.938906504	-0.81527321	0.001231083
SLC12A9pS5	DENND10	0.405566753	5.47E-14	0.29986339	0.880040983	1.47E-06
SLC12A9pS5	FGA	-0.485576005	3.91E-07	-0.673160336	-0.728127022	0.000612349
SLC12A9pS5	FGG	-0.405642837	1.67E-05	-0.590340977	-0.686893634	0.00163848
SLC12A9pS5	FTO	0.527087169	1.85E-08	0.3434533	0.577903261	0.012007984
SLC12A9pS5	GALE	0.41525028	5.02E-05	0.214523818	0.55546119	0.016703371
SLC12A9pS5	GGACT	-0.624155402	1.46E-05	-0.906352687	-0.426773343	0.099233133
SLC12A9pS5	HSD11B1	-0.622431094	8.40E-08	-0.850106816	-0.666563406	0.012844808
SLC12A9pS5	HSPA1B	0.203979511	1.77E-05	0.110840569	0.571265192	0.013270389
SLC12A9pS5	IAH1	0.43425167	7.66E-07	0.262096897	0.631114252	0.004974036
SLC12A9pS5	KIAA0513	0.487529555	4.07E-05	0.254678595	0.711224236	0.014126181
SLC12A9pS5	KLHL26	-1.728703202	1.98E-15	-2.155290217	-0.780043918	0.022408336
SLC12A9pS5	MPI	0.503661088	1.27E-07	0.316821226	0.535415673	0.022028594
SLC12A9pS5	MSMO1	0.597955612	3.42E-09	0.399655998	0.723062629	0.002318976
SLC12A9pS5	NAE1	0.420334999	1.53E-07	0.263367497	0.723485481	0.000689862
SLC12A9pS5	NHLRC2	0.359105128	8.96E-06	0.200610636	0.723236851	0.000694235
SLC12A9pS5	NPEPPS	0.257925314	1.90E-05	0.139726235	0.564563414	0.014649926
SLC12A9pS5	PAF1	0.421471422	2.79E-06	0.245174792	0.675814566	0.002080091
SLC12A9pS5	PAFAH1B2	0.310696678	1.25E-05	0.171315772	0.480902037	0.043350959
SLC12A9pS5	PF4	-0.653326869	1.98E-06	-0.922571706	-0.778758965	0.022779565
SLC12A9pS5	PPM1A	0.442894234	7.27E-07	0.267667515	0.382952264	0.116746026
SLC12A9pS5	PPP2R5A	0.488232213	2.11E-07	0.303833553	0.729965398	0.000583735
SLC12A9pS5	PPP2R5E	0.39653523	3.76E-05	0.207977537	0.400936661	0.099159316
SLC12A9pS5	PPP4R2	0.561746002	1.82E-06	0.331021202	0.668792919	0.003330679
SLC12A9pS5	PPP5C	0.36675307	1.22E-09	0.248475183	0.690134109	0.001525114
SLC12A9pS5	RGS3	-0.604078899	3.17E-05	-0.888611354	-0.732018592	0.006796535
SLC12A9pS5	RNPEP	0.336249005	7.33E-08	0.213817489	0.764906775	0.000217453
SLC12A9pS5	SCLY	0.624679759	3.82E-06	0.359737129	0.573981951	0.015978854
SLC12A9pS5	TKT	0.334180657	1.84E-05	0.181260117	0.566542133	0.014231284
SLC12A9pS5	UCHL1	0.675275028	2.78E-05	0.35945329	0.616434034	0.006440814
SLC12A9pS5	VARS1	0.244749364	3.28E-07	0.150816849	0.597543049	0.008824544
SLC12A9pS5	VPS36	0.469924698	1.07E-08	0.308889389	0.827559297	2.25E-05
SHANK3pS395	CAMKK2	-0.564901537	1.80E-05	-0.823103397	-0.29241709	0.356362903
SHANK3pS395	FHIP1B	-0.497617285	2.82E-05	-0.730508861	-0.747585606	0.000870664
SHANK3pS395	GPLD1	-1.316801489	2.13E-07	-1.814296383	-0.298520879	0.372562888
SHANK3pS395	NUAK2	-0.821149418	1.31E-06	-1.153840044	-0.3118285	0.452117521
SHANK3pS395	TPM3	0.218760266	3.94E-05	0.114468627	0.287160552	0.1464133
RAB34pS241	ARMC9	-1.943196468	8.69E-06	-2.799553752	-0.555912773	0.013456732
